,label_cli,ProdutoId,Unnamed: 0,DescontoIR__c,DescricaoCarencia__c,DescricaoEmissor__c,DescricaoProduto__c,DiasVencimento__c,FiltroValorMinimo__c,RiscoAtivo__c,TaxaEmissao__c,TaxaPreEmissao__c,TipoIndexador__c,Indice_Basileia,Indice_Imobilizacao,label
291,6,a0W6A0000097rueUAA,194,15.0,Qualquer dia,BANCO CAIXA GERAL BRASIL S/A,CDB POS,721.0,10000.0,1.0,95.0,0.0,CDI,0.2851,0.0067,1
292,3,a0W6A000009jrqIUAQ,201,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,1081.0,1000.0,2.0,97.0,0.0,CDI,0.1624,0.0989,4
293,6,a0W6A000009jrqIUAQ,201,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,1081.0,1000.0,2.0,97.0,0.0,CDI,0.1624,0.0989,4
294,3,a0W6A000009ujGCUAY,208,22.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCA POS,115.0,5000.0,1.0,86.0,0.0,CDI,0.1624,0.0989,4
295,3,a0W6A00000AF4SoUAL,210,22.5,No venc.,BANCO AGIBANK S.A.,CDB POS,146.0,1000.0,2.0,104.0,0.0,CDI,0.1333,0.051,4
296,3,a0W6A00000AK0KEUA1,218,15.0,No venc.,CARUANA S.A.,LC POS,1825.0,1000.0,3.0,119.5,0.0,CDI,0.1315,0.0126,0
297,5,a0W6A00000AK0KEUA1,218,15.0,No venc.,CARUANA S.A.,LC POS,1825.0,1000.0,3.0,119.5,0.0,CDI,0.1315,0.0126,0
298,6,a0W6A00000AK0KEUA1,218,15.0,No venc.,CARUANA S.A.,LC POS,1825.0,1000.0,3.0,119.5,0.0,CDI,0.1315,0.0126,0
299,4,a0W3u000009PDquEAG,22,22.5,No venc.,BANCO INDUSVAL S.A.,CDB POS,90.0,5000.0,3.0,111.0,0.0,CDI,0.0197,1.0,4
300,4,a0W3u00000AdNoZEAV,48,15.0,No venc.,BANCO PAN S.A.,CDB POS,721.0,5000.0,2.0,114.0,0.0,CDI,0.1286,0.1793,4
301,4,a0W3u00000CWIGuEAP,82,20.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCA POS,181.0,1000.0,1.0,86.0,0.0,CDI,0.1624,0.0989,4
302,5,a0W3u00000CWIGuEAP,82,20.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCA POS,181.0,1000.0,1.0,86.0,0.0,CDI,0.1624,0.0989,4
303,6,a0W3u00000CWIGuEAP,82,20.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCA POS,181.0,1000.0,1.0,86.0,0.0,CDI,0.1624,0.0989,4
304,4,a0W3u00000CWJ7oEAH,84,15.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,721.0,1000.0,5.0,100.0,2.25,,0.0322,0.2625,2
305,6,a0W3u00000CWJ7oEAH,84,15.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,721.0,1000.0,5.0,100.0,2.25,,0.0322,0.2625,2
306,4,a0W3u00000CWPuYEAX,146,22.5,No venc.,BANCO ABC BRASIL,LCA POS,90.0,10000.0,1.0,97.0,0.0,CDI,0.1741,0.0053,1
307,4,a0W3u00000CWPudEAH,147,22.5,No venc.,BANCO ABC BRASIL,LCA POS,122.0,10000.0,1.0,98.0,0.0,CDI,0.1741,0.0053,1
308,5,a0W3u00000CWPudEAH,147,22.5,No venc.,BANCO ABC BRASIL,LCA POS,122.0,10000.0,1.0,98.0,0.0,CDI,0.1741,0.0053,1
309,4,a0W6A00000Aa9rZUAR,221,15.0,No venc.,PARANA BANCO S.A.,CDB POS,721.0,1000.0,2.0,106.0,0.0,CDI,0.24,0.1179,4
310,5,a0W3u00000CWFPfEAP,63,20.0,No venc.,CARUANA S.A.,LC PRE,185.0,1000.0,2.0,0.0,4.75,Pré fixado,0.1315,0.0126,4
311,5,a0W3u00000CWJ8mEAH,86,15.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,1440.0,1000.0,5.0,100.0,3.0,,0.0322,0.2625,3
312,5,a0W3u00000CWPcUEAX,135,17.5,No venc.,BANCO RODOBENS S.A.,CDB POS,361.0,10000.0,1.0,117.0,0.0,CDI,0.1587,0.3428,1
313,5,a0W3u00000CWPunEAH,149,20.0,No venc.,BANCO ABC BRASIL,LCA POS,360.0,10000.0,1.0,100.0,0.0,CDI,0.1741,0.0053,1
314,5,a0W3u00000CWPv2EAH,152,15.0,No venc.,BANCO ABC BRASIL,LCA POS,1081.0,10000.0,2.0,102.0,0.0,CDI,0.1741,0.0053,1
315,5,a0W3u00000CWPvCEAX,153,15.0,No venc.,BANCO ABC BRASIL,LCA POS,1460.0,10000.0,2.0,102.5,0.0,CDI,0.1741,0.0053,0
316,6,a0W3u00000CWQcVEAX,160,15.0,No venc.,BANCO MÁXIMA S.A.,CDB PRE 1,2160.0,1000.0,5.0,0.0,10.0,Pré fixado,0.0322,0.2625,3
