,label_cli,ProdutoId,Unnamed: 0,DescricaoTaxaPerformance__c,DescricaoTributacao__c,FamiliaCarteira__c,FiltroValorMinimo__c,LucroMesAnterior__c,PatrimonioLiquidoAtual__c,RentabilidadeAno__c,RentabilidadeFundoUltimos36Meses__c,RentabilidadeMes__c,RiscoAtivo__c,TipoCarteira__c,label
380,3,a0W6A000009lsp4UAA,203,Não,Come Cotas,Renda Fixa,30000.0,37811605.0,364783412025.0,42789089.0,2289058569.0,4958734.0,2.0,Fundo de Renda Fixa,1
381,4,a0W6A000009lsp4UAA,203,Não,Come Cotas,Renda Fixa,30000.0,37811605.0,364783412025.0,42789089.0,2289058569.0,4958734.0,2.0,Fundo de Renda Fixa,1
382,5,a0W6A000009lsp4UAA,203,Não,Come Cotas,Renda Fixa,30000.0,37811605.0,364783412025.0,42789089.0,2289058569.0,4958734.0,2.0,Fundo de Renda Fixa,1
383,6,a0W6A000009lsp4UAA,203,Não,Come Cotas,Renda Fixa,30000.0,37811605.0,364783412025.0,42789089.0,2289058569.0,4958734.0,2.0,Fundo de Renda Fixa,1
384,0,a0W6A000009y4V6UAI,211,Não,Come Cotas,Renda Fixa,10000.0,3464158.0,47840618203.0,39999924.0,2354368339.0,5339847.0,3.0,FIC de Fundo de Renda Fixa,1
385,3,a0W6A000009y4V6UAI,211,Não,Come Cotas,Renda Fixa,10000.0,3464158.0,47840618203.0,39999924.0,2354368339.0,5339847.0,3.0,FIC de Fundo de Renda Fixa,1
386,5,a0W6A000009y4V6UAI,211,Não,Come Cotas,Renda Fixa,10000.0,3464158.0,47840618203.0,39999924.0,2354368339.0,5339847.0,3.0,FIC de Fundo de Renda Fixa,1
387,6,a0W6A000009y4V6UAI,211,Não,Come Cotas,Renda Fixa,10000.0,3464158.0,47840618203.0,39999924.0,2354368339.0,5339847.0,3.0,FIC de Fundo de Renda Fixa,1
388,0,a0W6A000009zEPVUA2,213,Não,15%,Renda Variável,1000.0,-28166703.0,1574382463.0,89192413.0,11025030425.0,117690612.0,5.0,Fundo de Ações,0
389,1,a0W6A000009zEPVUA2,213,Não,15%,Renda Variável,1000.0,-28166703.0,1574382463.0,89192413.0,11025030425.0,117690612.0,5.0,Fundo de Ações,0
390,2,a0W6A000009zEPVUA2,213,Não,15%,Renda Variável,1000.0,-28166703.0,1574382463.0,89192413.0,11025030425.0,117690612.0,5.0,Fundo de Ações,0
391,3,a0W6A000009zEPVUA2,213,Não,15%,Renda Variável,1000.0,-28166703.0,1574382463.0,89192413.0,11025030425.0,117690612.0,5.0,Fundo de Ações,0
392,4,a0W6A000009zEPVUA2,213,Não,15%,Renda Variável,1000.0,-28166703.0,1574382463.0,89192413.0,11025030425.0,117690612.0,5.0,Fundo de Ações,0
393,5,a0W6A000009zEPVUA2,213,Não,15%,Renda Variável,1000.0,-28166703.0,1574382463.0,89192413.0,11025030425.0,117690612.0,5.0,Fundo de Ações,0
394,6,a0W6A000009zEPVUA2,213,Não,15%,Renda Variável,1000.0,-28166703.0,1574382463.0,89192413.0,11025030425.0,117690612.0,5.0,Fundo de Ações,0
395,0,a0W6A00000A1YLYUA3,215,Não,15%,Renda Variável,25000.0,20610206.0,3113297986.0,520354681.0,14390844873.0,307906603.0,5.0,Fundo de Ações,0
396,1,a0W6A00000A1YLYUA3,215,Não,15%,Renda Variável,25000.0,20610206.0,3113297986.0,520354681.0,14390844873.0,307906603.0,5.0,Fundo de Ações,0
397,2,a0W6A00000A1YLYUA3,215,Não,15%,Renda Variável,25000.0,20610206.0,3113297986.0,520354681.0,14390844873.0,307906603.0,5.0,Fundo de Ações,0
398,3,a0W6A00000A1YLYUA3,215,Não,15%,Renda Variável,25000.0,20610206.0,3113297986.0,520354681.0,14390844873.0,307906603.0,5.0,Fundo de Ações,0
399,4,a0W6A00000A1YLYUA3,215,Não,15%,Renda Variável,25000.0,20610206.0,3113297986.0,520354681.0,14390844873.0,307906603.0,5.0,Fundo de Ações,0
400,5,a0W6A00000A1YLYUA3,215,Não,15%,Renda Variável,25000.0,20610206.0,3113297986.0,520354681.0,14390844873.0,307906603.0,5.0,Fundo de Ações,0
401,6,a0W6A00000A1YLYUA3,215,Não,15%,Renda Variável,25000.0,20610206.0,3113297986.0,520354681.0,14390844873.0,307906603.0,5.0,Fundo de Ações,0
402,0,a0W6A00000A3isbUAB,217,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,34207806.0,88654287325.0,28657502.0,2520707206.0,-5531382.0,3.0,Fundo de Renda Fixa,1
403,1,a0W6A00000A3isbUAB,217,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,34207806.0,88654287325.0,28657502.0,2520707206.0,-5531382.0,3.0,Fundo de Renda Fixa,1
404,3,a0W6A00000A3isbUAB,217,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,34207806.0,88654287325.0,28657502.0,2520707206.0,-5531382.0,3.0,Fundo de Renda Fixa,1
405,0,a0W6A00000A3mveUAB,219,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,50000.0,43474356.0,14231991162.0,63513256.0,4016005972.0,1.995216e+16,3.0,Fundo de Renda Fixa,1
406,1,a0W6A00000A3mveUAB,219,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,50000.0,43474356.0,14231991162.0,63513256.0,4016005972.0,1.995216e+16,3.0,Fundo de Renda Fixa,1
407,2,a0W6A00000A3mveUAB,219,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,50000.0,43474356.0,14231991162.0,63513256.0,4016005972.0,1.995216e+16,3.0,Fundo de Renda Fixa,1
408,3,a0W6A00000A3mveUAB,219,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,50000.0,43474356.0,14231991162.0,63513256.0,4016005972.0,1.995216e+16,3.0,Fundo de Renda Fixa,1
409,4,a0W6A00000A3mveUAB,219,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,50000.0,43474356.0,14231991162.0,63513256.0,4016005972.0,1.995216e+16,3.0,Fundo de Renda Fixa,1
410,5,a0W6A00000A3mveUAB,219,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,50000.0,43474356.0,14231991162.0,63513256.0,4016005972.0,1.995216e+16,3.0,Fundo de Renda Fixa,1
411,6,a0W6A00000A3mveUAB,219,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,50000.0,43474356.0,14231991162.0,63513256.0,4016005972.0,1.995216e+16,3.0,Fundo de Renda Fixa,1
412,0,a0W6A00000A4sdBUAR,220,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,171824162.0,63737708474.0,387163908.0,13532493337.0,211702191.0,5.0,Fundo de Ações,0
413,1,a0W6A00000A4sdBUAR,220,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,171824162.0,63737708474.0,387163908.0,13532493337.0,211702191.0,5.0,Fundo de Ações,0
414,2,a0W6A00000A4sdBUAR,220,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,171824162.0,63737708474.0,387163908.0,13532493337.0,211702191.0,5.0,Fundo de Ações,0
415,3,a0W6A00000A4sdBUAR,220,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,171824162.0,63737708474.0,387163908.0,13532493337.0,211702191.0,5.0,Fundo de Ações,0
416,4,a0W6A00000A4sdBUAR,220,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,171824162.0,63737708474.0,387163908.0,13532493337.0,211702191.0,5.0,Fundo de Ações,0
417,5,a0W6A00000A4sdBUAR,220,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,171824162.0,63737708474.0,387163908.0,13532493337.0,211702191.0,5.0,Fundo de Ações,0
418,6,a0W6A00000A4sdBUAR,220,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,171824162.0,63737708474.0,387163908.0,13532493337.0,211702191.0,5.0,Fundo de Ações,0
419,0,a0W6A00000A4zhSUAR,221,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,18662271.0,184760662472.0,68841827.0,3601762049.0,50086084.0,5.0,FIC de Fundo Multimercado,0
420,2,a0W6A00000A4zhSUAR,221,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,18662271.0,184760662472.0,68841827.0,3601762049.0,50086084.0,5.0,FIC de Fundo Multimercado,0
421,4,a0W6A00000A4zhSUAR,221,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,18662271.0,184760662472.0,68841827.0,3601762049.0,50086084.0,5.0,FIC de Fundo Multimercado,0
422,5,a0W6A00000A4zhSUAR,221,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,18662271.0,184760662472.0,68841827.0,3601762049.0,50086084.0,5.0,FIC de Fundo Multimercado,0
423,0,a0W6A00000AAMe0UAH,223,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,93639081.0,45815736384.0,318017629.0,10265666113.0,2.22296979999999e+16,5.0,FIC de Fundo de Ações,0
424,2,a0W6A00000AAMe0UAH,223,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,93639081.0,45815736384.0,318017629.0,10265666113.0,2.22296979999999e+16,5.0,FIC de Fundo de Ações,0
425,4,a0W6A00000AAMe0UAH,223,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,93639081.0,45815736384.0,318017629.0,10265666113.0,2.22296979999999e+16,5.0,FIC de Fundo de Ações,0
426,5,a0W6A00000AAMe0UAH,223,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,93639081.0,45815736384.0,318017629.0,10265666113.0,2.22296979999999e+16,5.0,FIC de Fundo de Ações,0
427,6,a0W6A00000AAMe0UAH,223,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,93639081.0,45815736384.0,318017629.0,10265666113.0,2.22296979999999e+16,5.0,FIC de Fundo de Ações,0
428,0,a0W6A00000AAQQtUAP,225,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,10000.0,27141827.0,72684180742.0,241315741.0,-1447079806.0,21359418.0,5.0,FIC de Fundo de Ações,0
429,1,a0W6A00000AAQQtUAP,225,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,10000.0,27141827.0,72684180742.0,241315741.0,-1447079806.0,21359418.0,5.0,FIC de Fundo de Ações,0
430,2,a0W6A00000AAQQtUAP,225,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,10000.0,27141827.0,72684180742.0,241315741.0,-1447079806.0,21359418.0,5.0,FIC de Fundo de Ações,0
431,3,a0W6A00000AAQQtUAP,225,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,10000.0,27141827.0,72684180742.0,241315741.0,-1447079806.0,21359418.0,5.0,FIC de Fundo de Ações,0
432,4,a0W6A00000AAQQtUAP,225,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,10000.0,27141827.0,72684180742.0,241315741.0,-1447079806.0,21359418.0,5.0,FIC de Fundo de Ações,0
433,5,a0W6A00000AAQQtUAP,225,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,10000.0,27141827.0,72684180742.0,241315741.0,-1447079806.0,21359418.0,5.0,FIC de Fundo de Ações,0
434,6,a0W6A00000AAQQtUAP,225,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,10000.0,27141827.0,72684180742.0,241315741.0,-1447079806.0,21359418.0,5.0,FIC de Fundo de Ações,0
435,0,a0W6A00000AAQilUAH,226,15% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,10000.0,62507006.0,60047472636.0,262845325.0,13129830619.0,199093843.0,5.0,FIC de Fundo de Ações,0
436,2,a0W6A00000AAQilUAH,226,15% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,10000.0,62507006.0,60047472636.0,262845325.0,13129830619.0,199093843.0,5.0,FIC de Fundo de Ações,0
437,3,a0W6A00000AAQilUAH,226,15% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,10000.0,62507006.0,60047472636.0,262845325.0,13129830619.0,199093843.0,5.0,FIC de Fundo de Ações,0
438,4,a0W6A00000AAQilUAH,226,15% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,10000.0,62507006.0,60047472636.0,262845325.0,13129830619.0,199093843.0,5.0,FIC de Fundo de Ações,0
439,5,a0W6A00000AAQilUAH,226,15% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,10000.0,62507006.0,60047472636.0,262845325.0,13129830619.0,199093843.0,5.0,FIC de Fundo de Ações,0
440,6,a0W6A00000AAQilUAH,226,15% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,10000.0,62507006.0,60047472636.0,262845325.0,13129830619.0,199093843.0,5.0,FIC de Fundo de Ações,0
441,0,a0W6A00000AGHKQUA5,236,Não,15%,Renda Variável,5000.0,-25253963.0,78820752629.0,178272658.0,10205898389.0,204041908.0,5.0,Fundo de Ações,0
442,2,a0W6A00000AGHKQUA5,236,Não,15%,Renda Variável,5000.0,-25253963.0,78820752629.0,178272658.0,10205898389.0,204041908.0,5.0,Fundo de Ações,0
443,3,a0W6A00000AGHKQUA5,236,Não,15%,Renda Variável,5000.0,-25253963.0,78820752629.0,178272658.0,10205898389.0,204041908.0,5.0,Fundo de Ações,0
444,4,a0W6A00000AGHKQUA5,236,Não,15%,Renda Variável,5000.0,-25253963.0,78820752629.0,178272658.0,10205898389.0,204041908.0,5.0,Fundo de Ações,0
445,5,a0W6A00000AGHKQUA5,236,Não,15%,Renda Variável,5000.0,-25253963.0,78820752629.0,178272658.0,10205898389.0,204041908.0,5.0,Fundo de Ações,0
446,6,a0W6A00000AGHKQUA5,236,Não,15%,Renda Variável,5000.0,-25253963.0,78820752629.0,178272658.0,10205898389.0,204041908.0,5.0,Fundo de Ações,0
447,0,a0W6A00000AGHUKUA5,237,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,200000.0,116291378.0,4007112001.0,118794648.0,2244055579.0,2474494.0,4.0,FIC de Fundo Multimercado,2
448,5,a0W6A00000AGHUKUA5,237,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,200000.0,116291378.0,4007112001.0,118794648.0,2244055579.0,2474494.0,4.0,FIC de Fundo Multimercado,2
449,0,a0W6A00000AGHfEUAX,238,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-156208575.0,10568578712.0,-11185232.0,8730931666.0,147324681.0,5.0,FIC de Fundo de Ações,0
450,2,a0W6A00000AGHfEUAX,238,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-156208575.0,10568578712.0,-11185232.0,8730931666.0,147324681.0,5.0,FIC de Fundo de Ações,0
451,0,a0W6A00000AHOpNUAX,241,20% sobre o que exceder a 100% do IMA-B,Come Cotas,Renda Fixa,10000.0,81536968.0,20345099911.0,96730197.0,0.0,1.507035e+16,4.0,Fundo Multimercado,1
452,2,a0W6A00000AHOpNUAX,241,20% sobre o que exceder a 100% do IMA-B,Come Cotas,Renda Fixa,10000.0,81536968.0,20345099911.0,96730197.0,0.0,1.507035e+16,4.0,Fundo Multimercado,1
453,3,a0W6A00000AHOpNUAX,241,20% sobre o que exceder a 100% do IMA-B,Come Cotas,Renda Fixa,10000.0,81536968.0,20345099911.0,96730197.0,0.0,1.507035e+16,4.0,Fundo Multimercado,1
454,4,a0W6A00000AHOpNUAX,241,20% sobre o que exceder a 100% do IMA-B,Come Cotas,Renda Fixa,10000.0,81536968.0,20345099911.0,96730197.0,0.0,1.507035e+16,4.0,Fundo Multimercado,1
455,5,a0W6A00000AHOpNUAX,241,20% sobre o que exceder a 100% do IMA-B,Come Cotas,Renda Fixa,10000.0,81536968.0,20345099911.0,96730197.0,0.0,1.507035e+16,4.0,Fundo Multimercado,1
456,6,a0W6A00000AHOpNUAX,241,20% sobre o que exceder a 100% do IMA-B,Come Cotas,Renda Fixa,10000.0,81536968.0,20345099911.0,96730197.0,0.0,1.507035e+16,4.0,Fundo Multimercado,1
457,0,a0W6A00000AHOqGUAX,242,Não,Come Cotas,Renda Fixa,10000.0,41688477.0,230586212114.0,45320947.0,0.0,361739.0,3.0,Fundo de Renda Fixa,1
458,2,a0W6A00000AHOqGUAX,242,Não,Come Cotas,Renda Fixa,10000.0,41688477.0,230586212114.0,45320947.0,0.0,361739.0,3.0,Fundo de Renda Fixa,1
459,4,a0W6A00000AHOqGUAX,242,Não,Come Cotas,Renda Fixa,10000.0,41688477.0,230586212114.0,45320947.0,0.0,361739.0,3.0,Fundo de Renda Fixa,1
460,5,a0W6A00000AHOqGUAX,242,Não,Come Cotas,Renda Fixa,10000.0,41688477.0,230586212114.0,45320947.0,0.0,361739.0,3.0,Fundo de Renda Fixa,1
461,6,a0W6A00000AHOqGUAX,242,Não,Come Cotas,Renda Fixa,10000.0,41688477.0,230586212114.0,45320947.0,0.0,361739.0,3.0,Fundo de Renda Fixa,1
462,0,a0W6A00000AJzUBUA1,245,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,294704609.0,3475181605.0,562551038.0,11524946762.0,260178839.0,5.0,FIC de Fundo de Ações,0
463,1,a0W6A00000AJzUBUA1,245,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,294704609.0,3475181605.0,562551038.0,11524946762.0,260178839.0,5.0,FIC de Fundo de Ações,0
464,2,a0W6A00000AJzUBUA1,245,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,294704609.0,3475181605.0,562551038.0,11524946762.0,260178839.0,5.0,FIC de Fundo de Ações,0
465,3,a0W6A00000AJzUBUA1,245,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,294704609.0,3475181605.0,562551038.0,11524946762.0,260178839.0,5.0,FIC de Fundo de Ações,0
466,4,a0W6A00000AJzUBUA1,245,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,294704609.0,3475181605.0,562551038.0,11524946762.0,260178839.0,5.0,FIC de Fundo de Ações,0
467,5,a0W6A00000AJzUBUA1,245,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,294704609.0,3475181605.0,562551038.0,11524946762.0,260178839.0,5.0,FIC de Fundo de Ações,0
468,6,a0W6A00000AJzUBUA1,245,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,294704609.0,3475181605.0,562551038.0,11524946762.0,260178839.0,5.0,FIC de Fundo de Ações,0
469,0,a0W6A00000AJztjUAD,246,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,71908019.0,45665990812.0,85908896.0,3029046958.0,13900918.0,4.0,FIC de Fundo Multimercado,1
470,1,a0W6A00000AJztjUAD,246,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,71908019.0,45665990812.0,85908896.0,3029046958.0,13900918.0,4.0,FIC de Fundo Multimercado,1
471,2,a0W6A00000AJztjUAD,246,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,71908019.0,45665990812.0,85908896.0,3029046958.0,13900918.0,4.0,FIC de Fundo Multimercado,1
472,4,a0W6A00000AJztjUAD,246,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,71908019.0,45665990812.0,85908896.0,3029046958.0,13900918.0,4.0,FIC de Fundo Multimercado,1
473,5,a0W6A00000AJztjUAD,246,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,71908019.0,45665990812.0,85908896.0,3029046958.0,13900918.0,4.0,FIC de Fundo Multimercado,1
474,6,a0W6A00000AJztjUAD,246,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,71908019.0,45665990812.0,85908896.0,3029046958.0,13900918.0,4.0,FIC de Fundo Multimercado,1
475,0,a0W6A00000AK1QGUA1,248,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-205731616.0,163704821641.0,-54236243.0,4705469455.0,15467758.0,5.0,FIC de Fundo Multimercado,0
476,1,a0W6A00000AK1QGUA1,248,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-205731616.0,163704821641.0,-54236243.0,4705469455.0,15467758.0,5.0,FIC de Fundo Multimercado,0
477,2,a0W6A00000AK1QGUA1,248,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-205731616.0,163704821641.0,-54236243.0,4705469455.0,15467758.0,5.0,FIC de Fundo Multimercado,0
478,4,a0W6A00000AK1QGUA1,248,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-205731616.0,163704821641.0,-54236243.0,4705469455.0,15467758.0,5.0,FIC de Fundo Multimercado,0
479,5,a0W6A00000AK1QGUA1,248,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-205731616.0,163704821641.0,-54236243.0,4705469455.0,15467758.0,5.0,FIC de Fundo Multimercado,0
480,6,a0W6A00000AK1QGUA1,248,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-205731616.0,163704821641.0,-54236243.0,4705469455.0,15467758.0,5.0,FIC de Fundo Multimercado,0
481,0,a0W6A00000ARK9YUAX,250,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-873086.0,11805260905.0,152086954.0,3873519988.0,152973395.0,5.0,FIC de Fundo Multimercado,0
482,2,a0W6A00000ARK9YUAX,250,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-873086.0,11805260905.0,152086954.0,3873519988.0,152973395.0,5.0,FIC de Fundo Multimercado,0
483,5,a0W6A00000ARK9YUAX,250,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,-873086.0,11805260905.0,152086954.0,3873519988.0,152973395.0,5.0,FIC de Fundo Multimercado,0
484,0,a0W6A00000ASOMfUAP,251,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,394144272.0,68953644963.0,608059115.0,13369102339.0,205803227.0,5.0,FIC de Fundo de Ações,0
485,1,a0W6A00000ASOMfUAP,251,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,394144272.0,68953644963.0,608059115.0,13369102339.0,205803227.0,5.0,FIC de Fundo de Ações,0
486,2,a0W6A00000ASOMfUAP,251,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,394144272.0,68953644963.0,608059115.0,13369102339.0,205803227.0,5.0,FIC de Fundo de Ações,0
487,3,a0W6A00000ASOMfUAP,251,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,394144272.0,68953644963.0,608059115.0,13369102339.0,205803227.0,5.0,FIC de Fundo de Ações,0
488,4,a0W6A00000ASOMfUAP,251,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,394144272.0,68953644963.0,608059115.0,13369102339.0,205803227.0,5.0,FIC de Fundo de Ações,0
489,5,a0W6A00000ASOMfUAP,251,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,394144272.0,68953644963.0,608059115.0,13369102339.0,205803227.0,5.0,FIC de Fundo de Ações,0
490,6,a0W6A00000ASOMfUAP,251,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,394144272.0,68953644963.0,608059115.0,13369102339.0,205803227.0,5.0,FIC de Fundo de Ações,0
491,0,a0W6A00000AYtYZUA1,257,Não,Come Cotas,Renda Fixa,50000.0,169362527.0,33424391177.0,248856439.0,5083834391.0,78170005.0,5.0,Fundo Multimercado,0
492,2,a0W6A00000AYtYZUA1,257,Não,Come Cotas,Renda Fixa,50000.0,169362527.0,33424391177.0,248856439.0,5083834391.0,78170005.0,5.0,Fundo Multimercado,0
493,5,a0W6A00000AYtYZUA1,257,Não,Come Cotas,Renda Fixa,50000.0,169362527.0,33424391177.0,248856439.0,5083834391.0,78170005.0,5.0,Fundo Multimercado,0
494,0,a0W6A00000AZ0GHUA1,260,Não,Come Cotas,Renda Fixa,10000.0,671826142.0,2400868987.0,590065601.0,4277701979.0,-7661345.0,4.0,Fundo Cambial,1
495,1,a0W6A00000AZ0GHUA1,260,Não,Come Cotas,Renda Fixa,10000.0,671826142.0,2400868987.0,590065601.0,4277701979.0,-7661345.0,4.0,Fundo Cambial,1
496,2,a0W6A00000AZ0GHUA1,260,Não,Come Cotas,Renda Fixa,10000.0,671826142.0,2400868987.0,590065601.0,4277701979.0,-7661345.0,4.0,Fundo Cambial,1
497,4,a0W6A00000AZ0GHUA1,260,Não,Come Cotas,Renda Fixa,10000.0,671826142.0,2400868987.0,590065601.0,4277701979.0,-7661345.0,4.0,Fundo Cambial,1
498,5,a0W6A00000AZ0GHUA1,260,Não,Come Cotas,Renda Fixa,10000.0,671826142.0,2400868987.0,590065601.0,4277701979.0,-7661345.0,4.0,Fundo Cambial,1
499,6,a0W6A00000AZ0GHUA1,260,Não,Come Cotas,Renda Fixa,10000.0,671826142.0,2400868987.0,590065601.0,4277701979.0,-7661345.0,4.0,Fundo Cambial,1
500,0,a0W6A00000AcuYxUAJ,268,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,453170205.0,36255699362.0,684132934.0,0.0,220949936.0,5.0,FIC de Fundo de Ações,0
501,2,a0W6A00000AcuYxUAJ,268,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,453170205.0,36255699362.0,684132934.0,0.0,220949936.0,5.0,FIC de Fundo de Ações,0
502,3,a0W6A00000AcuYxUAJ,268,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,453170205.0,36255699362.0,684132934.0,0.0,220949936.0,5.0,FIC de Fundo de Ações,0
503,4,a0W6A00000AcuYxUAJ,268,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,453170205.0,36255699362.0,684132934.0,0.0,220949936.0,5.0,FIC de Fundo de Ações,0
504,5,a0W6A00000AcuYxUAJ,268,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,453170205.0,36255699362.0,684132934.0,0.0,220949936.0,5.0,FIC de Fundo de Ações,0
505,6,a0W6A00000AcuYxUAJ,268,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,453170205.0,36255699362.0,684132934.0,0.0,220949936.0,5.0,FIC de Fundo de Ações,0
506,0,a0W6A00000AcujrUAB,269,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,164532678.0,28576010982.0,197413391.0,2848597663.0,32348475.0,5.0,FIC de Fundo Multimercado,0
507,2,a0W6A00000AcujrUAB,269,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,164532678.0,28576010982.0,197413391.0,2848597663.0,32348475.0,5.0,FIC de Fundo Multimercado,0
508,5,a0W6A00000AcujrUAB,269,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,164532678.0,28576010982.0,197413391.0,2848597663.0,32348475.0,5.0,FIC de Fundo Multimercado,0
509,6,a0W6A00000AcujrUAB,269,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,164532678.0,28576010982.0,197413391.0,2848597663.0,32348475.0,5.0,FIC de Fundo Multimercado,0
510,0,a0W6A00000Au1DBUAZ,270,Não,Come Cotas,Renda Fixa,30000.0,36740826.0,16626829805.0,4.177962e+16,2245731202.0,5020349.0,2.0,Fundo de Renda Fixa,3
