,DescricaoTaxaPerformance__c,DescricaoTributacao__c,FamiliaCarteira__c,FiltroValorMinimo__c,ProdutoId,LucroMesAnterior__c,PatrimonioLiquidoAtual__c,RentabilidadeAno__c,RentabilidadeFundoUltimos36Meses__c,RentabilidadeMes__c,RiscoAtivo__c,TipoCarteira__c,label
130,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,a0W3u00000AdOQFEA3,-2.68289129999999e+16,1557853109.0,89940585.0,0.0,368105587.0,5.0,Fundo de Ações,0
131,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,a0W3u00000AdOQZEA3,-337498145.0,1490459639.0,-182261644.0,0.0,160658703.0,3.0,Fundo Multimercado,1
132,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,200000.0,a0W3u00000AdQ0eEAF,-156495143.0,41808386767.0,-102726555.0,0.0,54623418.0,4.0,FIC de Fundo Multimercado,2
133,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W3u00000AdQ9lEAF,45419722.0,13584608472.0,49622486.0,2758050682.0,4183761.0,5.0,FIC de Fundo Multimercado,0
134,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W3u00000AdQJ2EAN,42175887.0,15266538799.0,46624123.0,2455397777.0,4429553.0,5.0,Fundo de Renda Fixa,0
135,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,100000.0,a0W3u00000AdQJMEA3,26278475.0,1432777488.0,141984558.0,10629813768.0,115402821.0,5.0,FIC de Fundo de Ações,0
136,Não,Come Cotas,Renda Fixa,200000.0,a0W3u00000AdQRBEA3,-5608895.0,1077031282.0,3270856.0,1953290233.0,8884734.0,4.0,FIC de Fundo Multimercado,2
137,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,500000.0,a0W3u00000AdQV8EAN,7027895.0,2138470084.0,3.021849e+16,3628045479.0,23174308.0,3.0,Fundo de Renda Fixa,3
138,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W3u00000AdQjjEAF,-66912311.0,10503731744.0,1663515.0,0.0,84110263.0,4.0,Fundo Multimercado,1
139,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W3u00000AdRD5EAN,105904542.0,3094398103.0,132447923.0,0.0,26265221.0,4.0,FIC de Fundo Multimercado,1
140,Não,Come Cotas,Renda Fixa,50000.0,a0W3u00000AdRDeEAN,65164168.0,29512519318.0,69733749.0,0.0,4539997.0,4.0,FIC de Fundo de Renda Fixa,1
141,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W3u00000AdRWlEAN,61422028.0,41395881663041.0,37935164.0,2739694226.0,-23343484.0,4.0,FIC de Fundo Multimercado,1
142,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W3u00000AdRXFEA3,257534448.0,13991137404.0,393068298.0,0.0,132131021.0,5.0,FIC de Fundo de Ações,0
143,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W3u00000AdRXZEA3,452730676.0,7023125896027.0,593223168.0,0.0,134407455.0,5.0,FIC de Fundo de Ações,0
144,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,200000.0,a0W3u00000AdRhGEAV,-71954148.0,4927447421.0,-53045816.0,0.0,19045371.0,4.0,FIC de Fundo Multimercado,2
145,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W3u00000AdRvnEAF,74971994.0,80680979984.0,99857648.0,349769739.0,2470047.0,4.0,FIC de Fundo Multimercado,1
146,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W3u00000CWF90EAH,33370422.0,145876287068502.0,43837747.0,2447964455.0,10432511.0,3.0,Fundo Multimercado,1
147,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W3u00000CWF9FEAX,26584824.0,1404355031104.0,38183826.0,0.0,11568248.0,3.0,Fundo de Renda Fixa,1
148,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W3u00000CWFE5EAP,12147552.0,11495754183.0,251726.0,2966657109.0,13009246.0,4.0,FIC de Fundo Multimercado,1
149,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,100000.0,a0W3u00000CWFEZEA5,89303068.0,14183094575.0,212729256.0,10620074019.0,122333711.0,5.0,Fundo de Ações,0
150,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W3u00000CWFEyEAP,117887131.0,1616942283.0,91897161.0,0.0,-25687152.0,4.0,Fundo Multimercado,1
151,20% do que excede 100% do IPCA + 6%aa,15%,Renda Variável,200000.0,a0W3u00000CWH7VEAX,206624722.0,15154556593.0,325780325.0,0.0,116743396.0,5.0,FIC de Fundo de Ações,2
152,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,20000.0,a0W3u00000CWH7aEAH,-21450279.0,8722589529.0,-58391714.0,0.0,-37020846.0,4.0,FIC de Fundo Multimercado,1
153,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,a0W3u00000CWHITEA5,42088944.0,6717709221.0,354202357.0,12411185066.0,310805266.0,5.0,Fundo de Ações,0
154,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W3u00000CWHIYEA5,85082421.0,268781420.0,136774535.0,3531427894.0,51256016.0,3.0,Fundo Multimercado,1
155,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,a0W3u00000CWHQ8EAP,-174246102.0,16401318039.0,-46598212.0,17665410595.0,129911548.0,5.0,FIC de Fundo de Ações,0
156,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W3u00000CWIIbEAP,-131940554.0,11042264652.0,-133738092.0,2944404874.0,-1821572.0,3.0,FIC de Fundo Multimercado,1
157,Não,Come Cotas,Renda Fixa,50000.0,a0W3u00000CWJdfEAH,-44796273.0,1917857714.0,-156002414.0,2314595111.0,-111706544.0,5.0,Fundo Multimercado,0
158,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,200000.0,a0W3u00000CWKCQEA5,13949486.0,53955427.0,40320818.0,3397755403.0,26334597.0,4.0,FIC de Fundo Multimercado,2
159,20% sobre o que exceder a 100% do IDV,15%,Renda Variável,50000.0,a0W3u00000CWKIdEAP,-1.81483359999999e+16,1388898366.0,-58034984.0,0.0,125730169.0,5.0,FIC de Fundo de Ações,0
160,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W3u00000CWKKUEA5,85523709.0,1429737466.0,265511857.0,0.0,178461875.0,5.0,FIC de Fundo de Ações,0
161,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W3u00000CWKMLEA5,74027081.0,1394799689.0,96313749.0,0.0,22122898.0,3.0,FIC de Fundo Multimercado,1
162,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W3u00000CWKgLEAX,91268734.0,1247759954.0,352386213.0,0.0,258755847.0,5.0,FIC de Fundo de Ações,0
163,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W3u00000CWKhTEAX,29805794.0,1094291461.0,74146834.0,0.0,44209271.0,4.0,FIC de Fundo Multimercado,1
164,Não,Come Cotas,Renda Fixa,300.0,a0W3u00000CWKkhEAH,36106783.0,660712485.0,39157487.0,0.0,3039729.0,3.0,FIC de Fundo de Renda Fixa,1
165,20% sobre o que exceder a 100% do SMLL,15%,Renda Variável,50000.0,a0W3u00000CWKlzEAH,77876824.0,1264642317.0,363840654.0,0.0,283754043.0,5.0,FIC de Fundo de Ações,0
166,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,200000.0,a0W3u00000CWMTgEAP,-58345329.0,121652063284.0,39266569.0,8912418963.0,9818476.0,5.0,FIC de Fundo de Ações,2
167,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W3u00000CWNtcEAH,34149364.0,25997043288.0,3336872.0,2648690935.0,-777987.0,3.0,FIC de Fundo Multimercado,1
168,20% sobre o que exceder a 100% do IBRX-50,15%,Renda Variável,10000.0,a0W3u00000CWNtmEAH,-1208798.0,3830619443.0,152599811.0,0.0,153827203.0,5.0,Fundo de Ações,0
169,20% sobre o que exceder a 100% do IPCA + 6%,Come Cotas,Renda Fixa,200000.0,a0W3u00000CWOGlEAP,301814812.0,65122492385.0,496825015.0,7534782634.0,18929694.0,5.0,FIC de Fundo Multimercado,2
170,Não,15%,Renda Variável,200000.0,a0W3u00000CWOINEA5,340764436.0,32048616696.0,5842272900000000.0,7721348166.0,2.354399e+16,5.0,FIC de Fundo de Ações,2
171,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W3u00000CWOZnEAP,349392305.0,34916304908.0,357655394.0,3068533368.0,7984129.0,3.0,FIC de Fundo Multimercado,1
172,20% sobre o que exceder a 100% do IPCA,Come Cotas,Renda Fixa,100000.0,a0W3u00000CWOZsEAP,459070774.0,12172505263.0,544756208.0,7658714545.0,81924519.0,5.0,FIC de Fundo Multimercado,0
173,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,a0W3u00000CWOaHEAX,-25335865.0,4988411744.0,40726329.0,213035793.0,66229993.0,4.0,FIC de Fundo Multimercado,1
174,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,a0W3u00000CWOaMEAX,706956.0,11143489254.0,250131734.0,9648695965.0,249407146.0,5.0,FIC de Fundo de Ações,0
175,20% sobre o que exceder a 100% do IMA-GERAL,Come Cotas,Renda Fixa,5000.0,a0W3u00000CWOg9EAH,95663015.0,5507137377.0,109455347.0,3817569107.0,1366164.0,5.0,Fundo de Renda Fixa,0
176,Não,Come Cotas,Renda Fixa,5000.0,a0W3u00000CWOgJEAX,39333674.0,18901991488.0,42506988.0,254524004.0,3160881.0,3.0,FIC de Fundo de Renda Fixa,1
177,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W3u00000CWOgTEAX,-47707346.0,19741272187.0,4764422.0,0.0,52723297.0,4.0,FIC de Fundo Multimercado,1
178,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,50000.0,a0W3u00000CWOmHEAX,72091468.0,27527152845.0,279847431.0,0.0,206268941.0,5.0,FIC de Fundo de Ações,0
179,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,Come Cotas,Renda Fixa,50000.0,a0W3u00000CWOmMEAX,18612475.0,117778840124.0,310699175.0,0.0,122298154.0,4.0,FIC de Fundo Multimercado,1
180,Não,15%,Renda Variável,300000.0,a0W3u00000CWPUGEA5,297494854.0,65582171234.0,520717701.0,0.0,216773934.0,5.0,FIC de Fundo de Ações,2
181,20% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,50000.0,a0W3u00000CWPUVEA5,2628397.0,38392972232.0,442943412.0,0.0,175491109.0,5.0,FIC de Fundo de Ações,0
182,15% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W3u00000CWQ8aEAH,343674891.0,146581559457.0,555366859.0,19726585256.0,204658373.0,5.0,Fundo de Ações,0
183,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W3u00000CWQ8kEAH,423377022.0,6128976419.0,510086655.0,0.0,83187658.0,5.0,Fundo Multimercado,0
184,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W3u00000CWQE4EAP,-41052675.0,4513964679043.0,23791672.0,0.0,65111648.0,4.0,FIC de Fundo Multimercado,1
185,20% sobre o que exceder a 100% do IPCA + YIELD IMA-B,Come Cotas,Renda Fixa,100000.0,a0W3u00000CWQPnEAP,-10753801.0,2919978861.0,-50649533.0,0.0,57506894.0,5.0,FIC de Fundo Multimercado,0
186,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W3u00000CWQPsEAP,32880815056.0,31721037798.0,32902914921.0,0.0,5153789.0,5.0,FIC de Fundo Multimercado,0
187,20% sobre o que exceder 100% do índice IPCA + YIELD IMA-B,15%,Renda Variável,100000.0,a0W3u00000CWQQ2EAP,-1836681132.0,11158517939.0,-1788131686.0,0.0,5947268.0,5.0,FIC de Fundo de Ações,0
188,20% sobre o que exceder 100% do índice IDIV,15%,Renda Variável,5000.0,a0W3u00000CWQQMEA5,700287251.0,2122135431.0,889932753.0,0.0,177234029.0,5.0,FIC de Fundo de Ações,0
189,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,a0W3u00000CWQcGEAX,777611849.0,17344955988.0,-240738223.0,7946881856.0,-240738223.0,5.0,FIC de Fundo de Ações,0
190,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,a0W6A000005fMbsUAE,-27883538.0,88648858548.0,58574465.0,17673444347.0,347087882.0,5.0,FIC de Fundo de Ações,0
191,Não,Come Cotas,Renda Fixa,300.0,a0W6A000008FwYQUA0,29482476.0,23917191.0,38427984.0,3407720449.0,8919212.0,3.0,FIC de Fundo de Renda Fixa,1
192,Não,Come Cotas,Renda Fixa,10000.0,a0W6A000009GZVHUA4,672689556.0,0.0,590234825.0,4381325326.0,-77257687.0,4.0,FIC de Fundo Cambial,1
193,Não,Come Cotas,Renda Fixa,300.0,a0W6A000009GZdgUAG,37292278.0,25186113121.0,42399821.0,0.0,5088567.0,1.0,Fundo de Renda Fixa,1
194,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,a0W6A000009GbXIUA0,17999931.0,2039679556.0,24260029.0,0.0,6248851.0,3.0,Fundo Multimercado,1
195,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W6A000009IJadUAG,-24755851.0,4248279827.0,7624631.0,0.0,32460841.0,4.0,FIC de Fundo Multimercado,1
196,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,a0W6A000009IJjgUAG,36634856.0,1863667581.0,42627543.0,0.0,5970813.0,3.0,FIC de Fundo de Renda Fixa,1
197,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W6A000009Ky7bUAC,117637545.0,654196654.0,112947192.0,0.0,-4635818.0,4.0,FIC de Fundo Multimercado,1
198,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,a0W6A000009KycOUAS,46721719.0,284670136.0,58563298.0,0.0,1178651.0,4.0,FIC de Fundo Multimercado,1
199,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,a0W6A000009L0FgUAK,-1328571.0,179961276.0,28042024.0,0.0,29374498.0,4.0,Fundo Multimercado,1
200,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W6A000009R6mvUAC,86006479.0,6528205445.0,144783137.0,0.0,58275451.0,4.0,FIC de Fundo Multimercado,1
201,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A000009agwtUAA,59634587.0,0.0,86805228.0,3074847556.0,27009571.0,3.0,Fundo Multimercado,1
202,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W6A000009ai38UAA,37941235.0,0.0,43812035.0,239527277.0,584861.0,2.0,Fundo de Renda Fixa,1
203,Não,Come Cotas,Renda Fixa,30000.0,a0W6A000009lsp4UAA,37811605.0,364783412025.0,42789089.0,2289058569.0,4958734.0,2.0,Fundo de Renda Fixa,1
204,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W6A000009luG5UAI,3.946244e+16,391584256.0,54144033.0,2429718754.0,14623884.0,3.0,Fundo Multimercado,1
205,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A000009luOMUAY,25018421.0,11106410684.0,26044187.0,2138394114.0,1023206.0,3.0,Fundo Multimercado,1
206,Não,15%,Renda Variável,50000.0,a0W6A000009luUVUAY,82567928.0,9568771946.0,275868958.0,7598640653.0,191718053.0,5.0,FIC de Fundo de Ações,0
207,Não,15%,Renda Variável,50000.0,a0W6A000009n2phUAA,2.0317863e+16,203255739086.0,428437644.0,11701536414.0,220773371.0,5.0,FIC de Fundo de Ações,0
208,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A000009n349UAA,64952968.0,143766523019.0,105215478.0,377500277.0,40002681.0,4.0,Fundo Multimercado,1
209,Não,Come Cotas,Renda Fixa,10000.0,a0W6A000009n5KwUAI,60419293.0,14018900648.0,66993121.0,0.0,6534348.0,4.0,FIC de Fundo de Renda Fixa,1
210,20% sobre o que exceder a 104% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A000009n5OtUAI,41119102.0,7020394021.0,44052209.0,0.0,2921096.0,4.0,FIC de Fundo de Renda Fixa,1
211,Não,Come Cotas,Renda Fixa,10000.0,a0W6A000009y4V6UAI,3464158.0,47840618203.0,39999924.0,2354368339.0,5339847.0,3.0,FIC de Fundo de Renda Fixa,1
212,Não,Come Cotas,Renda Fixa,50000.0,a0W6A000009zAsiUAE,43029015.0,58922865769.0,50446716.0,2329063097.0,738592.0,3.0,Fundo de Renda Fixa,1
213,Não,15%,Renda Variável,1000.0,a0W6A000009zEPVUA2,-28166703.0,1574382463.0,89192413.0,11025030425.0,117690612.0,5.0,Fundo de Ações,0
214,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W6A00000A1UvkUAF,-560237.0,18157796075.0,44708672.0,0.0,45271445.0,5.0,Fundo Multimercado,0
215,Não,15%,Renda Variável,25000.0,a0W6A00000A1YLYUA3,20610206.0,3113297986.0,520354681.0,14390844873.0,307906603.0,5.0,Fundo de Ações,0
216,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000A1aGIUAZ,3567125.0,12232174157.0,18853465.0,2300411484.0,15280889.0,3.0,Fundo Multimercado,1
217,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000A3isbUAB,34207806.0,88654287325.0,28657502.0,2520707206.0,-5531382.0,3.0,Fundo de Renda Fixa,1
218,20% sobre o que exceder a 108% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000A3mRRUAZ,48197752.0,32541064474.0,46699057.0,2433480245.0,-1491507.0,4.0,Fundo de Renda Fixa,1
219,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,50000.0,a0W6A00000A3mveUAB,43474356.0,14231991162.0,63513256.0,4016005972.0,1.995216e+16,3.0,Fundo de Renda Fixa,1
220,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,a0W6A00000A4sdBUAR,171824162.0,63737708474.0,387163908.0,13532493337.0,211702191.0,5.0,Fundo de Ações,0
221,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000A4zhSUAR,18662271.0,184760662472.0,68841827.0,3601762049.0,50086084.0,5.0,FIC de Fundo Multimercado,0
222,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000AAHO5UAP,20146562.0,2784896253.0,42931066.0,2774231754.0,22738694.0,4.0,FIC de Fundo Multimercado,1
223,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W6A00000AAMe0UAH,93639081.0,45815736384.0,318017629.0,10265666113.0,2.22296979999999e+16,5.0,FIC de Fundo de Ações,0
224,20% sobre o que exceder a 100% do IPCA + 6%,Come Cotas,Renda Fixa,50000.0,a0W6A00000AANjjUAH,151637855.0,24301486818.0,346185938.0,7911136438.0,191642064.0,5.0,FIC de Fundo Multimercado,0
225,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,10000.0,a0W6A00000AAQQtUAP,27141827.0,72684180742.0,241315741.0,-1447079806.0,21359418.0,5.0,FIC de Fundo de Ações,0
226,15% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,10000.0,a0W6A00000AAQilUAH,62507006.0,60047472636.0,262845325.0,13129830619.0,199093843.0,5.0,FIC de Fundo de Ações,0
227,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,Come Cotas,Renda Fixa,50000.0,a0W6A00000ABccwUAD,331896173.0,18587287807.0,525256547.0,0.0,187148972.0,5.0,Fundo Multimercado,0
228,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000ABdmuUAD,-148201316.0,18646891684.0,-91264678.0,443605745.0,5779314.0,5.0,Fundo Multimercado,0
229,Não,Come Cotas,Renda Fixa,50000.0,a0W6A00000AF4cZUAT,4067465.0,59468811483.0,46189406.0,2474528245.0,5492415.0,3.0,FIC de Fundo de Renda Fixa,1
230,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000AF4lSUAT,57609657.0,29645536656.0,63834641.0,2683737923.0,6189328.0,4.0,FIC de Fundo de Renda Fixa,1
231,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W6A00000AF661UAD,42672509.0,86622523773.0,47037583.0,0.0,4346527.0,4.0,Fundo de Renda Fixa,1
232,Não,Come Cotas,Renda Fixa,10000.0,a0W6A00000AGBucUAH,43419678.0,253846726042.0,47427497.0,0.0,3990493.0,3.0,Fundo de Renda Fixa,1
233,Não,Come Cotas,Renda Fixa,10000.0,a0W6A00000AGCMzUAP,52327345.0,36058787382.0,54002244.0,0.0,166618.0,4.0,Fundo de Renda Fixa,1
234,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,200000.0,a0W6A00000AGGmZUAX,-69794605.0,9932080404.0,-74888942.0,2563881872.0,-5130142.0,4.0,FIC de Fundo Multimercado,2
235,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W6A00000AGH88UAH,-222928075.0,1611761519.0,-57615535.0,7849374886.0,1.6908185e+16,5.0,Fundo de Ações,0
236,Não,15%,Renda Variável,5000.0,a0W6A00000AGHKQUA5,-25253963.0,78820752629.0,178272658.0,10205898389.0,204041908.0,5.0,Fundo de Ações,0
237,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,200000.0,a0W6A00000AGHUKUA5,116291378.0,4007112001.0,118794648.0,2244055579.0,2474494.0,4.0,FIC de Fundo Multimercado,2
238,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,a0W6A00000AGHfEUAX,-156208575.0,10568578712.0,-11185232.0,8730931666.0,147324681.0,5.0,FIC de Fundo de Ações,0
239,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000AGHzdUAH,-19987517.0,5387066918.0,17600399.0,2363393424.0,37663195.0,4.0,Fundo Multimercado,1
240,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W6A00000AGIIwUAP,-86144277.0,165940922.0,-80837964.0,2322450267.0,5352421.0,3.0,Fundo Multimercado,1
241,20% sobre o que exceder a 100% do IMA-B,Come Cotas,Renda Fixa,10000.0,a0W6A00000AHOpNUAX,81536968.0,20345099911.0,96730197.0,0.0,1.507035e+16,4.0,Fundo Multimercado,1
242,Não,Come Cotas,Renda Fixa,10000.0,a0W6A00000AHOqGUAX,41688477.0,230586212114.0,45320947.0,0.0,361739.0,3.0,Fundo de Renda Fixa,1
243,Não,Come Cotas,Renda Fixa,50000.0,a0W6A00000AJsWFUA1,46618597.0,159201571286.0,50982442.0,0.0,4343595.0,3.0,Fundo de Renda Fixa,1
244,Não,Come Cotas,Renda Fixa,50000.0,a0W6A00000AJt2OUAT,51155523.0,85086802293.0,55675344.0,0.0,4496818.0,4.0,Fundo de Renda Fixa,1
245,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,a0W6A00000AJzUBUA1,294704609.0,3475181605.0,562551038.0,11524946762.0,260178839.0,5.0,FIC de Fundo de Ações,0
246,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,a0W6A00000AJztjUAD,71908019.0,45665990812.0,85908896.0,3029046958.0,13900918.0,4.0,FIC de Fundo Multimercado,1
247,Não,15%,Renda Variável,50000.0,a0W6A00000AK0bWUAT,296291897.0,37874840786.0,536553546.0,10465250255.0,233347745.0,5.0,FIC de Fundo de Ações,0
248,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W6A00000AK1QGUA1,-205731616.0,163704821641.0,-54236243.0,4705469455.0,15467758.0,5.0,FIC de Fundo Multimercado,0
249,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000ARIOcUAP,48577639.0,3475360832.0,5247201.0,2811283946.0,3875545.0,4.0,FIC de Fundo Multimercado,1
250,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W6A00000ARK9YUAX,-873086.0,11805260905.0,152086954.0,3873519988.0,152973395.0,5.0,FIC de Fundo Multimercado,0
251,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W6A00000ASOMfUAP,394144272.0,68953644963.0,608059115.0,13369102339.0,205803227.0,5.0,FIC de Fundo de Ações,0
252,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W6A00000ASOgVUAX,35188797.0,13915402681.0,64910866.0,2761957572.0,29617847.0,3.0,FIC de Fundo Multimercado,1
253,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,100000.0,a0W6A00000ASOvQUAX,194718697.0,22588036224.0,379376315.0,10365384016.0,181130665.0,5.0,Fundo de Ações,0
254,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000ASP9NUAX,79235372.0,1580745996.0,123567635.0,0.0,43983757.0,5.0,FIC de Fundo Multimercado,0
255,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,a0W6A00000ATTp5UAH,29545443.0,73128209043.0,45194048.0,2417365918.0,15602508.0,3.0,Fundo Multimercado,1
256,Não,15%,Renda Variável,50000.0,a0W6A00000AYsxUUAT,95322572.0,63886288994.0,199007152.0,9719051709.0,102705564.0,5.0,FIC de Fundo de Ações,0
257,Não,Come Cotas,Renda Fixa,50000.0,a0W6A00000AYtYZUA1,169362527.0,33424391177.0,248856439.0,5083834391.0,78170005.0,5.0,Fundo Multimercado,0
258,20% sobre o que exceder a 100% do IPCA + 6%,Come Cotas,Renda Fixa,50000.0,a0W6A00000AYtxaUAD,217076139.0,3459420553.0,332904854.0,6807444112.0,113367771.0,5.0,Fundo Multimercado,0
259,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000AYyGSUA1,75251696.0,165459491088.0,107437231.0,3213552232.0,31945143.0,4.0,FIC de Fundo Multimercado,1
260,Não,Come Cotas,Renda Fixa,10000.0,a0W6A00000AZ0GHUA1,671826142.0,2400868987.0,590065601.0,4277701979.0,-7661345.0,4.0,Fundo Cambial,1
261,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W6A00000AZ1V0UAL,294030506.0,8978271525.0,331820693.0,0.0,36710779.0,4.0,FIC de Fundo Multimercado,1
262,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,a0W6A00000Aa3O2UAJ,165877563.0,6174130459.0,395733238.0,10009057851.0,226105099.0,5.0,FIC de Fundo de Ações,0
263,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000Aa4IiUAJ,215801643.0,4252278687.0,391470988.0,9283953228.0,171958454.0,5.0,FIC de Fundo Multimercado,0
